METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65882;"{""coordinates"": [-123.1201151740723, 49.27979192847544], ""type"": ""Point""}";Downtown;600844;49.27979192847544, -123.1201151740723
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54112;"{""coordinates"": [-123.14235427598884, 49.26451666789333], ""type"": ""Point""}";Fairview;B81624;49.26451666789333, -123.14235427598884
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63087;"{""coordinates"": [-123.13966777523581, 49.28578166933041], ""type"": ""Point""}";West End;161624;49.28578166933041, -123.13966777523581
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60916;"{""coordinates"": [-123.11897787282743, 49.27945407671438], ""type"": ""Point""}";Downtown;590825;49.27945407671438, -123.11897787282743
Single / Disability;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;51321;"{""coordinates"": [-123.15045920863315, 49.2678768648575], ""type"": ""Point""}";Kitsilano;922001;49.2678768648575, -123.15045920863315
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60637;"{""coordinates"": [-123.11849309459954, 49.279774902263014], ""type"": ""Point""}";Downtown;590809;49.279774902263014, -123.11849309459954
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60554;"{""coordinates"": [-123.11873097471069, 49.27961731436797], ""type"": ""Point""}";Downtown;590815;49.27961731436797, -123.11873097471069
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60458;"{""coordinates"": [-123.11873097471069, 49.27961731436797], ""type"": ""Point""}";Downtown;590817;49.27961731436797, -123.11873097471069
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52398;"{""coordinates"": [-123.06909674014267, 49.272090841627126], ""type"": ""Point""}";Grandview-Woodland;5C1708;49.272090841627126, -123.06909674014267
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53798;"{""coordinates"": [-123.11567381760827, 49.250001140711184], ""type"": ""Point""}";South Cambie;F40502;49.250001140711184, -123.11567381760827
Single;$2.00;$4.00;$2.00;$4.00;$2.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63976;"{""coordinates"": [-123.12733949384146, 49.286150097480075], ""type"": ""Point""}";West End;121204;49.286150097480075, -123.12733949384146
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53029;"{""coordinates"": [-123.13255970560584, 49.263413985094246], ""type"": ""Point""}";Fairview;301224;49.263413985094246, -123.13255970560584
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54692;"{""coordinates"": [-123.20730178751876, 49.26387916722011], ""type"": ""Point""}";West Point Grey;D04423;49.26387916722011, -123.20730178751876
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50258;"{""coordinates"": [-123.20747096692497, 49.26388144518186], ""type"": ""Point""}";West Point Grey;D04427;49.26388144518186, -123.20747096692497
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53770;"{""coordinates"": [-123.2076400806424, 49.26388444263091], ""type"": ""Point""}";West Point Grey;D04429;49.26388444263091, -123.2076400806424
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53023;"{""coordinates"": [-123.1397205464978, 49.26541553541518], ""type"": ""Point""}";Fairview;B71513;49.26541553541518, -123.1397205464978
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52995;"{""coordinates"": [-123.13989608057439, 49.26541865124047], ""type"": ""Point""}";Fairview;B71515;49.26541865124047, -123.13989608057439
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52967;"{""coordinates"": [-123.14006858871774, 49.26542105085101], ""type"": ""Point""}";Fairview;B71519;49.26542105085101, -123.14006858871774
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52883;"{""coordinates"": [-123.14024027115262, 49.26542309139801], ""type"": ""Point""}";Fairview;B71525;49.26542309139801, -123.14024027115262
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51093;"{""coordinates"": [-123.14820198876635, 49.263996678293886], ""type"": ""Point""}";Kitsilano;912415;49.263996678293886, -123.14820198876635
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;50034;"{""coordinates"": [-123.1048990615883, 49.265028002915614], ""type"": ""Point""}";Mount Pleasant;752213C;49.265028002915614, -123.1048990615883
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;50036;"{""coordinates"": [-123.10293795347506, 49.26610001596944], ""type"": ""Point""}";Mount Pleasant;742107C;49.26610001596944, -123.10293795347506
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;50062;"{""coordinates"": [-123.10296106193108, 49.265183024420395], ""type"": ""Point""}";Mount Pleasant;742209C;49.265183024420395, -123.10296106193108
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;57950;"{""coordinates"": [-123.10661197992422, 49.26618303826234], ""type"": ""Point""}";Mount Pleasant;762108C;49.26618303826234, -123.10661197992422
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;Yes;50064;"{""coordinates"": [-123.10686597197011, 49.26509096590253], ""type"": ""Point""}";Mount Pleasant;762213C;49.26509096590253, -123.10686597197011
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;56258;"{""coordinates"": [-123.10624899382894, 49.26555604720457], ""type"": ""Point""}";Mount Pleasant;B60022;49.26555604720457, -123.10624899382894
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;50901;"{""coordinates"": [-123.1095659489185, 49.26591599580268], ""type"": ""Point""}";Mount Pleasant;522115;49.26591599580268, -123.1095659489185
Single;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52911;"{""coordinates"": [-123.1404060450025, 49.26542576853451], ""type"": ""Point""}";Fairview;B71527;49.26542576853451, -123.1404060450025
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52826;"{""coordinates"": [-123.1403781512353, 49.2653319824404], ""type"": ""Point""}";Fairview;B71524;49.2653319824404, -123.1403781512353
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;57182;"{""coordinates"": [-123.18638945947154, 49.263410613843426], ""type"": ""Point""}";West Point Grey;D03708;49.263410613843426, -123.18638945947154
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63170;"{""coordinates"": [-123.13915096310492, 49.28544359757694], ""type"": ""Point""}";West End;161610;49.28544359757694, -123.13915096310492
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56025;"{""coordinates"": [-123.14918569865375, 49.2638596746366], ""type"": ""Point""}";Kitsilano;301921;49.2638596746366, -123.14918569865375
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56034;"{""coordinates"": [-123.15132836362517, 49.26391055357978], ""type"": ""Point""}";Kitsilano;302015;49.26391055357978, -123.15132836362517
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56019;"{""coordinates"": [-123.14688121734369, 49.26384427696718], ""type"": ""Point""}";Kitsilano;301819;49.26384427696718, -123.14688121734369
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56021;"{""coordinates"": [-123.14771932261523, 49.26384268676376], ""type"": ""Point""}";Kitsilano;301839;49.26384268676376, -123.14771932261523
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53714;"{""coordinates"": [-123.10566692257265, 49.262933939036586], ""type"": ""Point""}";Mount Pleasant;300014;49.262933939036586, -123.10566692257265
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;;No;57907;"{""coordinates"": [-123.10493591796222, 49.26434375823305], ""type"": ""Point""}";Mount Pleasant;752309C;49.26434375823305, -123.10493591796222
Twin Bay Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;56641;"{""coordinates"": [-123.10717313853687, 49.26296778594108], ""type"": ""Point""}";Mount Pleasant;300104;49.26296778594108, -123.10717313853687
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56004;"{""coordinates"": [-123.14865794815132, 49.263852043288416], ""type"": ""Point""}";Kitsilano;301907;49.263852043288416, -123.14865794815132
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52783;"{""coordinates"": [-123.06927308835299, 49.27209226521855], ""type"": ""Point""}";Grandview-Woodland;5C1702;49.27209226521855, -123.06927308835299
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56199;"{""coordinates"": [-123.10432631591583, 49.26308295754902], ""type"": ""Point""}";Mount Pleasant;310009;49.26308295754902, -123.10432631591583
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51449;"{""coordinates"": [-123.10247803756572, 49.26367190866595], ""type"": ""Point""}";Mount Pleasant;A80106;49.26367190866595, -123.10247803756572
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53713;"{""coordinates"": [-123.07009028923156, 49.27300299420774], ""type"": ""Point""}";Grandview-Woodland;4C1630;49.27300299420774, -123.07009028923156
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65396;"{""coordinates"": [-123.13518239448977, 49.28287512158686], ""type"": ""Point""}";West End;161302;49.28287512158686, -123.13518239448977
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50403;"{""coordinates"": [-123.1410363440979, 49.27042264458035], ""type"": ""Point""}";Fairview;891703;49.27042264458035, -123.1410363440979
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;57601;"{""coordinates"": [-123.10748009791611, 49.26297628012535], ""type"": ""Point""}";Mount Pleasant;300110;49.26297628012535, -123.10748009791611
Twin;$2.00;$3.00;$2.00;$3.00;$2.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61405;"{""coordinates"": [-123.11866662002782, 49.27820957143286], ""type"": ""Point""}";Downtown;580904;49.27820957143286, -123.11866662002782
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65276;"{""coordinates"": [-123.12377419106629, 49.2890286206009], ""type"": ""Point""}";Downtown;061216;49.2890286206009, -123.12377419106629
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65488;"{""coordinates"": [-123.12299214741881, 49.28895168339871], ""type"": ""Point""}";Downtown;061203;49.28895168339871, -123.12299214741881
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56108;"{""coordinates"": [-123.16329985068806, 49.2639050570879], ""type"": ""Point""}";Kitsilano;302516;49.2639050570879, -123.16329985068806
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56131;"{""coordinates"": [-123.16348818167101, 49.26408840994698], ""type"": ""Point""}";Kitsilano;302519;49.26408840994698, -123.16348818167101
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56109;"{""coordinates"": [-123.16347866559309, 49.26390807847685], ""type"": ""Point""}";Kitsilano;302522;49.26390807847685, -123.16347866559309
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56150;"{""coordinates"": [-123.16382890377392, 49.26409354033905], ""type"": ""Point""}";Kitsilano;302527;49.26409354033905, -123.16382890377392
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56145;"{""coordinates"": [-123.16387982309655, 49.26391355496257], ""type"": ""Point""}";Kitsilano;302530;49.26391355496257, -123.16387982309655
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54240;"{""coordinates"": [-123.16946667102904, 49.264176584263595], ""type"": ""Point""}";Kitsilano;302823;49.264176584263595, -123.16946667102904
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51648;"{""coordinates"": [-123.17040982448795, 49.26419255782012], ""type"": ""Point""}";Kitsilano;302903;49.26419255782012, -123.17040982448795
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50404;"{""coordinates"": [-123.14326185464522, 49.26955061072284], ""type"": ""Point""}";Fairview;901803;49.26955061072284, -123.14326185464522
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51972;"{""coordinates"": [-123.1432665867734, 49.2694283601059], ""type"": ""Point""}";Fairview;901805;49.2694283601059, -123.1432665867734
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;;Yes;57940;"{""coordinates"": [-123.11010296131764, 49.26652697915425], ""type"": ""Point""}";Mount Pleasant;B50214C;49.26652697915425, -123.11010296131764
Single Motorbike;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;56256;"{""coordinates"": [-123.18618424661629, 49.26356236109496], ""type"": ""Point""}";West Point Grey;D03797;49.26356236109496, -123.18618424661629
Twin;$7.00;$6.00;$7.00;$6.00;$7.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65004;"{""coordinates"": [-123.1174172973128, 49.28699735435787], ""type"": ""Point""}";Downtown;640401;49.28699735435787, -123.1174172973128
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64111;"{""coordinates"": [-123.13947669190674, 49.28889100885653], ""type"": ""Point""}";West End;721023;49.28889100885653, -123.13947669190674
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54482;"{""coordinates"": [-123.10145968379322, 49.2610708806019], ""type"": ""Point""}";Mount Pleasant;C10126;49.2610708806019, -123.10145968379322
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56274;"{""coordinates"": [-123.03721301597633, 49.234919117645774], ""type"": ""Point""}";Renfrew-Collingwood;993213;49.234919117645774, -123.03721301597633
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56818;"{""coordinates"": [-123.03504651426941, 49.2333889745681], ""type"": ""Point""}";Killarney;5J5606;49.2333889745681, -123.03504651426941
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56650;"{""coordinates"": [-123.03281609032642, 49.23243037602037], ""type"": ""Point""}";Killarney;993380;49.23243037602037, -123.03281609032642
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52634;"{""coordinates"": [-123.09993239159837, 49.263119952815074], ""type"": ""Point""}";Mount Pleasant;990018;49.263119952815074, -123.09993239159837
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65295;"{""coordinates"": [-123.12807220356484, 49.277302088735816], ""type"": ""Point""}";Downtown;621221;49.277302088735816, -123.12807220356484
Single / Disability;$7.00;$7.00;$7.00;$7.00;$7.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60997;"{""coordinates"": [-123.12112335924611, 49.282954066698046], ""type"": ""Point""}";Downtown;630720;49.282954066698046, -123.12112335924611
Single;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51322;"{""coordinates"": [-123.14328040241848, 49.269072582853546], ""type"": ""Point""}";Fairview;901815;49.269072582853546, -123.14328040241848
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;53032;"{""coordinates"": [-123.13291468700665, 49.2635983568295], ""type"": ""Point""}";Fairview;301231;49.2635983568295, -123.13291468700665
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52725;"{""coordinates"": [-123.15896990118975, 49.234698308897066], ""type"": ""Point""}";Arbutus Ridge;K12223;49.234698308897066, -123.15896990118975
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63927;"{""coordinates"": [-123.11755646953371, 49.276566872130566], ""type"": ""Point""}";Downtown;560923;49.276566872130566, -123.11755646953371
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;54461;"{""coordinates"": [-123.13857935407235, 49.266567756163106], ""type"": ""Point""}";Fairview;612103;49.266567756163106, -123.13857935407235
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52965;"{""coordinates"": [-123.13864008681489, 49.26494090062209], ""type"": ""Point""}";Fairview;612311;49.26494090062209, -123.13864008681489
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56801;"{""coordinates"": [-123.03439221068757, 49.23292582580418], ""type"": ""Point""}";Killarney;6J5609;49.23292582580418, -123.03439221068757
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56888;"{""coordinates"": [-123.03345714506023, 49.232588868394025], ""type"": ""Point""}";Killarney;7J5605;49.232588868394025, -123.03345714506023
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56456;"{""coordinates"": [-123.18645672035767, 49.26356613146244], ""type"": ""Point""}";West Point Grey;D03709;49.26356613146244, -123.18645672035767
Single;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;56045;"{""coordinates"": [-123.1483570820264, 49.26366580642106], ""type"": ""Point""}";Kitsilano;301902;49.26366580642106, -123.1483570820264
