METERHEAD;R_MF_9A_6P;R_MF_6P_10;R_SA_9A_6P;R_SA_6P_10;R_SU_9A_6P;R_SU_6P_10;RATE_MISC;TIMEINEFFE;T_MF_9A_6P;T_MF_6P_10;T_SA_9A_6P;T_SA_6P_10;T_SU_9A_6P;T_SU_6P_10;TIME_MISC;CREDITCARD;PAY_PHONE;Geom;Geo Local Area;METERID;geo_point_2d
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;59810;"{""coordinates"": [-123.05851383326026, 49.28124620889672], ""type"": ""Point""}";Grandview-Woodland;072231C;49.28124620889672, -123.05851383326026
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;59825;"{""coordinates"": [-123.05831013896672, 49.281075403503664], ""type"": ""Point""}";Grandview-Woodland;072240C;49.281075403503664, -123.05831013896672
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64575;"{""coordinates"": [-123.13312247823029, 49.27504761982786], ""type"": ""Point""}";Downtown;631510;49.27504761982786, -123.13312247823029
Twin;$3.00;$2.00;$3.00;$2.00;$3.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;61040;"{""coordinates"": [-123.13319790423022, 49.27517732449118], ""type"": ""Point""}";Downtown;631507;49.27517732449118, -123.13319790423022
Twin;$3.00;$7.00;$3.00;$7.00;$3.00;$7.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64189;"{""coordinates"": [-123.13735040412429, 49.29029914949637], ""type"": ""Point""}";West End;720907;49.29029914949637, -123.13735040412429
Twin;$4.00;$6.00;$4.00;$6.00;$4.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64217;"{""coordinates"": [-123.14043631740154, 49.28825465276891], ""type"": ""Point""}";West End;721113;49.28825465276891, -123.14043631740154
Twin Bay Single;$8.00;$6.00;$8.00;$6.00;$8.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;63322;"{""coordinates"": [-123.11960820373662, 49.28814356559206], ""type"": ""Point""}";Downtown;650305;49.28814356559206, -123.11960820373662
Twin Bay Single;$8.00;$6.00;$8.00;$6.00;$8.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;60403;"{""coordinates"": [-123.11960820373662, 49.28814356559206], ""type"": ""Point""}";Downtown;650307;49.28814356559206, -123.11960820373662
Twin;$5.00;$1.00;$5.00;$1.00;$5.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50245;"{""coordinates"": [-123.11736974747275, 49.26437770817623], ""type"": ""Point""}";Fairview;802316;49.26437770817623, -123.11736974747275
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;67815;"{""coordinates"": [-123.10154833704887, 49.28328801936481], ""type"": ""Point""}";Downtown;030109C;49.28328801936481, -123.10154833704887
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65200;"{""coordinates"": [-123.11627021532524, 49.2761641817606], ""type"": ""Point""}";Downtown;550919;49.2761641817606, -123.11627021532524
Single / Disability;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;62899;"{""coordinates"": [-123.09923499251497, 49.28234152389373], ""type"": ""Point""}";Strathcona;050201;49.28234152389373, -123.09923499251497
Single / Disability;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;67777;"{""coordinates"": [-123.10835191966196, 49.283148288689326], ""type"": ""Point""}";Downtown;040134;49.283148288689326, -123.10835191966196
Twin;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60550;"{""coordinates"": [-123.11272518748092, 49.28359845150053], ""type"": ""Point""}";Downtown;590413;49.28359845150053, -123.11272518748092
Twin Bay Single;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;Yes;66944;"{""coordinates"": [-123.13058427351619, 49.27672860450327], ""type"": ""Point""}";Downtown;631326;49.27672860450327, -123.13058427351619
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;67144;"{""coordinates"": [-123.13070684395873, 49.2766419052371], ""type"": ""Point""}";Downtown;631330;49.2766419052371, -123.13070684395873
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;59947;"{""coordinates"": [-123.11066724105304, 49.268125885632536], ""type"": ""Point""}";Mount Pleasant;781904C;49.268125885632536, -123.11066724105304
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59955;"{""coordinates"": [-123.11185942534476, 49.26848046174625], ""type"": ""Point""}";Mount Pleasant;CR1817C;49.26848046174625, -123.11185942534476
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;Yes;59812;"{""coordinates"": [-123.05967031194116, 49.28147949207705], ""type"": ""Point""}";Grandview-Woodland;TM0316C;49.28147949207705, -123.05967031194116
Twin;$6.00;$2.00;$6.00;$2.00;$6.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63641;"{""coordinates"": [-123.11061843806867, 49.28354215377742], ""type"": ""Point""}";Downtown;580316;49.28354215377742, -123.11061843806867
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52959;"{""coordinates"": [-123.11308430328198, 49.26157025108465], ""type"": ""Point""}";Mount Pleasant;792615;49.26157025108465, -123.11308430328198
Single;$6.00;$3.00;$6.00;$3.00;$6.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;66859;"{""coordinates"": [-123.1208487679332, 49.27357210772267], ""type"": ""Point""}";Downtown;160120;49.27357210772267, -123.1208487679332
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61011;"{""coordinates"": [-123.12600225114903, 49.28528273766002], ""type"": ""Point""}";West End;121120;49.28528273766002, -123.12600225114903
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61580;"{""coordinates"": [-123.1255797086327, 49.28518030185075], ""type"": ""Point""}";West End;121121;49.28518030185075, -123.1255797086327
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65760;"{""coordinates"": [-123.12571233993758, 49.28526943472878], ""type"": ""Point""}";West End;121127;49.28526943472878, -123.12571233993758
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60436;"{""coordinates"": [-123.1249938552701, 49.28894135894185], ""type"": ""Point""}";Downtown;081237;49.28894135894185, -123.1249938552701
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;No;66699;"{""coordinates"": [-123.09112198208389, 49.282971814977614], ""type"": ""Point""}";Strathcona;030602;49.282971814977614, -123.09112198208389
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;No;67251;"{""coordinates"": [-123.09112198208389, 49.282971814977614], ""type"": ""Point""}";Strathcona;030604;49.282971814977614, -123.09112198208389
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;No;67998;"{""coordinates"": [-123.09092473132745, 49.28296802147436], ""type"": ""Point""}";Strathcona;030606;49.28296802147436, -123.09092473132745
Twin;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;No;66344;"{""coordinates"": [-123.09092473132745, 49.28296802147436], ""type"": ""Point""}";Strathcona;030608;49.28296802147436, -123.09092473132745
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59933;"{""coordinates"": [-123.10102528307347, 49.253355965739885], ""type"": ""Point""}";Riley Park;513509C;49.253355965739885, -123.10102528307347
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59935;"{""coordinates"": [-123.1010995099629, 49.251515927895966], ""type"": ""Point""}";Riley Park;513709C;49.251515927895966, -123.1010995099629
Pay Station;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;4 Hr;;Yes;59937;"{""coordinates"": [-123.10112903495833, 49.250497687507305], ""type"": ""Point""}";Riley Park;513813C;49.250497687507305, -123.10112903495833
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;Yes;59939;"{""coordinates"": [-123.1011438193486, 49.24985824886951], ""type"": ""Point""}";Riley Park;513913C;49.24985824886951, -123.1011438193486
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59872;"{""coordinates"": [-123.09043660164993, 49.2236298788318], ""type"": ""Point""}";Sunset;L10705C;49.2236298788318, -123.09043660164993
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59871;"{""coordinates"": [-123.09093692271918, 49.223941405953646], ""type"": ""Point""}";Sunset;FR6615C;49.223941405953646, -123.09093692271918
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59857;"{""coordinates"": [-123.09102250994302, 49.228344952047145], ""type"": ""Point""}";Sunset;J60635C;49.228344952047145, -123.09102250994302
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59860;"{""coordinates"": [-123.09096721572192, 49.228233949110034], ""type"": ""Point""}";Sunset;J60636C;49.228233949110034, -123.09096721572192
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59861;"{""coordinates"": [-123.09082804142453, 49.22773969706114], ""type"": ""Point""}";Sunset;FR6213C;49.22773969706114, -123.09082804142453
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59850;"{""coordinates"": [-123.09074702074292, 49.23045451202312], ""type"": ""Point""}";Sunset;FR5913C;49.23045451202312, -123.09074702074292
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59867;"{""coordinates"": [-123.09057857800843, 49.227904650142605], ""type"": ""Point""}";Sunset;FR6208C;49.227904650142605, -123.09057857800843
Single / Disability;$7.00;$2.00;$7.00;$2.00;$7.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50267;"{""coordinates"": [-123.12396440891486, 49.263455378798504], ""type"": ""Point""}";Fairview;300843;49.263455378798504, -123.12396440891486
Twin;$4.00;$1.00;$4.00;$1.00;$4.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;60033;"{""coordinates"": [-123.12394972492922, 49.2757719066872], ""type"": ""Point""}";Downtown;160419;49.2757719066872, -123.12394972492922
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52470;"{""coordinates"": [-123.13934016455015, 49.26446879962915], ""type"": ""Point""}";Fairview;B81508;49.26446879962915, -123.13934016455015
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61786;"{""coordinates"": [-123.12714798131141, 49.28845873881588], ""type"": ""Point""}";Downtown;111307;49.28845873881588, -123.12714798131141
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;62066;"{""coordinates"": [-123.1319686506651, 49.274541848566095], ""type"": ""Point""}";Downtown;621504;49.274541848566095, -123.1319686506651
Twin;$3.00;$3.00;$3.00;$3.00;$3.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;64659;"{""coordinates"": [-123.13236275783996, 49.27446074690225], ""type"": ""Point""}";Downtown;621511;49.27446074690225, -123.13236275783996
Twin;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;63774;"{""coordinates"": [-123.11454106983719, 49.27803251764893], ""type"": ""Point""}";Downtown;120111;49.27803251764893, -123.11454106983719
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65179;"{""coordinates"": [-123.1244046354787, 49.288607086706186], ""type"": ""Point""}";Downtown;081218;49.288607086706186, -123.1244046354787
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65000;"{""coordinates"": [-123.12470300389047, 49.28870000001848], ""type"": ""Point""}";Downtown;081228;49.28870000001848, -123.12470300389047
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;61810;"{""coordinates"": [-123.1248624629063, 49.28874722336545], ""type"": ""Point""}";Downtown;081230;49.28874722336545, -123.1248624629063
Twin;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;65028;"{""coordinates"": [-123.12500564106875, 49.28878930987444], ""type"": ""Point""}";Downtown;081234;49.28878930987444, -123.12500564106875
Twin;$3.00;$6.00;$3.00;$6.00;$3.00;$6.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;60727;"{""coordinates"": [-123.11867988813368, 49.28053615260464], ""type"": ""Point""}";Downtown;120518;49.28053615260464, -123.11867988813368
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64318;"{""coordinates"": [-123.12321504759296, 49.28364828874814], ""type"": ""Point""}";West End;121005;49.28364828874814, -123.12321504759296
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64346;"{""coordinates"": [-123.12334602891198, 49.283729771228835], ""type"": ""Point""}";West End;121011;49.283729771228835, -123.12334602891198
Twin;$4.00;$5.00;$4.00;$5.00;$4.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;64511;"{""coordinates"": [-123.12446785090545, 49.28428578341127], ""type"": ""Point""}";West End;121044;49.28428578341127, -123.12446785090545
Twin;$1.00;$2.00;$1.00;$2.00;$1.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;51765;"{""coordinates"": [-123.1751853710154, 49.264107607174175], ""type"": ""Point""}";Kitsilano;303124;49.264107607174175, -123.1751853710154
Single / Disability;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50065;"{""coordinates"": [-123.15709689627849, 49.263802809593656], ""type"": ""Point""}";Kitsilano;302236;49.263802809593656, -123.15709689627849
Twin;$8.00;$2.00;$8.00;$2.00;$8.00;$2.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;50351;"{""coordinates"": [-123.12193342833116, 49.262585625533674], ""type"": ""Point""}";Fairview;822517;49.262585625533674, -123.12193342833116
Twin;$6.00;$4.00;$6.00;$4.00;$6.00;$4.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;52360;"{""coordinates"": [-123.12411693351238, 49.263110518708544], ""type"": ""Point""}";Fairview;832504;49.263110518708544, -123.12411693351238
Single Motorbike;$1.00;$ .50;$1.00;$ .50;$1.00;$ .50;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No;66178;"{""coordinates"": [-123.09967497265134, 49.28397850095238], ""type"": ""Point""}";Downtown;510197;49.28397850095238, -123.09967497265134
Twin;$4.00;$3.00;$4.00;$3.00;$4.00;$3.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;63391;"{""coordinates"": [-123.13047722154614, 49.276803772276935], ""type"": ""Point""}";Downtown;631324;49.276803772276935, -123.13047722154614
Single;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;No;56296;"{""coordinates"": [-123.11307737067325, 49.26180239723585], ""type"": ""Point""}";Mount Pleasant;792609;49.26180239723585, -123.11307737067325
Twin;$7.00;$5.00;$7.00;$5.00;$7.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;;No;66864;"{""coordinates"": [-123.10909916028626, 49.28381870661077], ""type"": ""Point""}";Downtown;560209;49.28381870661077, -123.10909916028626
Twin;$2.00;$1.00;$2.00;$1.00;$2.00;$1.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;65625;"{""coordinates"": [-123.1316315956162, 49.27453015249044], ""type"": ""Point""}";Downtown;350718;49.27453015249044, -123.1316315956162
Single;$3.00;$5.00;$3.00;$5.00;$3.00;$5.00;;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;;No;56452;"{""coordinates"": [-123.1454842426491, 49.26740952179797], ""type"": ""Point""}";Fairview;642014;49.26740952179797, -123.1454842426491
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;10 Hrs;No Time Limit;Yes;59912;"{""coordinates"": [-123.09004229084948, 49.27095591349864], ""type"": ""Point""}";Strathcona;TR0614C;49.27095591349864, -123.09004229084948
Pay Station;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;No Time Limit;Yes;69921;"{""coordinates"": [-123.09284374303736, 49.28403346712831], ""type"": ""Point""}";Strathcona;010505C;49.28403346712831, -123.09284374303736
Pay Station;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;No Time Limit;Yes;69921;"{""coordinates"": [-123.09172142703676, 49.28401703872162], ""type"": ""Point""}";Strathcona;010531C;49.28401703872162, -123.09172142703676
Pay Station;$3.00;$1.00;$3.00;$1.00;$3.00;$1.00;$1.50;METER IN EFFECT: 9:00 AM TO 10:00 PM;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;No Time Limit;Yes;69922;"{""coordinates"": [-123.09034899203404, 49.28308132653591], ""type"": ""Point""}";Strathcona;030621C;49.28308132653591, -123.09034899203404
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;26 Hrs;No Time Limit;Yes;69925;"{""coordinates"": [-123.08704573432506, 49.28166460323956], ""type"": ""Point""}";Strathcona;HK0308C;49.28166460323956, -123.08704573432506
Pay Station;$2.00;$2.00;$2.00;$2.00;$2.00;$2.00;$1.00;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;13 Hrs;Yes;67815;"{""coordinates"": [-123.10008489085558, 49.283262553524494], ""type"": ""Point""}";Downtown;030137C;49.283262553524494, -123.10008489085558
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59843;"{""coordinates"": [-123.09007410963511, 49.234731103506995], ""type"": ""Point""}";Kensington-Cedar Cottage;G90706C;49.234731103506995, -123.09007410963511
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;No Time Limit;Yes;59990;"{""coordinates"": [-123.16534624874227, 49.268402097048515], ""type"": ""Point""}";Kitsilano;B42619C;49.268402097048515, -123.16534624874227
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59847;"{""coordinates"": [-123.0904599788669, 49.23153833272224], ""type"": ""Point""}";Sunset;FR5812C;49.23153833272224, -123.0904599788669
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59848;"{""coordinates"": [-123.09072839382293, 49.23171369162025], ""type"": ""Point""}";Sunset;FR5807C;49.23171369162025, -123.09072839382293
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;2 Hr;4 Hr;2 Hr;4 Hr;2 Hr;4 Hr;No Time Limit;Yes;59848;"{""coordinates"": [-123.09072663348174, 49.23138998074217], ""type"": ""Point""}";Sunset;FR5823C;49.23138998074217, -123.09072663348174
Pay Station;$1.00;$1.00;$1.00;$1.00;$1.00;$1.00;$ .50;METER IN EFFECT: 9:00 AM TO 10:00 PM;3 Hr;4 Hr;3 Hr;4 Hr;3 Hr;4 Hr;No Time Limit;Yes;59992;"{""coordinates"": [-123.16689670504982, 49.26842495551364], ""type"": ""Point""}";Kitsilano;B42707C;49.26842495551364, -123.16689670504982
